t,q_w,q_x,q_y,q_z,v_x,v_y,v_z,p_x,p_y,p_z,b_w_x,b_w_y,b_w_z,b_a_x,b_a_y,b_a_z,w_x,w_y,w_z,a_x,a_y,a_z
1403715296.0021431,0.1508723586806416,0.7693362524543744,-0.2439377134872335,0.5708416705287187,-0.205593001200046,0.0608719123918703,-0.2742390358598062,0.4467320065361033,0.11915399362300468,1.2600189884658977,-0.002226,0.020752,0.07634,-0.012553,0.548828,0.069184,0.2764601535159017,-0.0446804288510548,0.1103048087260416,9.259112041666667,-0.93163175,-3.0564059166666664
1403715296.007143,0.15023320760621062,0.7694333437253279,-0.24358110880970618,0.5710262550591935,-0.20649899640668518,0.06429300410061142,-0.27835400309047786,0.44570200045908714,0.11946699983171429,1.2586379993093644,-0.002226,0.020752,0.07634,-0.012553,0.548828,0.069184,0.3225368457685521,0.0733038285837618,0.1179842574348166,7.4612262083333345,0.24516625,-3.2361945
1403715296.0121431,0.14954996427669853,0.769489003808313,-0.24322598640845627,0.5712820100086767,-0.20781515213923996,0.065219951330404,-0.28189399012011984,0.4446659500699447,0.11979101545885325,1.2572369328221074,-0.002226,0.020752,0.07634,-0.012553,0.548828,0.069184,0.312064870256586,0.0097738438111682,0.1480039205691191,9.643205833333331,-0.0326888333333333,-2.745862
1403715296.017143,0.14880075919316793,0.7695686013249942,-0.2429408739086308,0.5714917040147941,-0.21100500323061866,0.06419699677754236,-0.2816879970204907,0.4436190005906088,0.12011499979880959,1.255827999118821,-0.002226,0.020752,0.07634,-0.012553,0.548828,0.069184,0.3253293725717429,0.0125663706143591,0.1808161105066125,8.87501825,1.2176590416666666,-3.898143375
1403715296.0221431,0.14803458928899985,0.7695793190944563,-0.24271878480171363,0.5717714944949625,-0.2128840039091105,0.06338999236780217,-0.2823059979804503,0.44256000175739824,0.12043399934827059,1.254417997356444,-0.002226,0.020752,0.07634,-0.012553,0.548828,0.069184,0.2988003679414292,0.0740019602845595,0.2171189589480945,9.430728416666666,-0.392266,-2.263701708333333
1403715296.027143,0.14726282472533372,0.7695757185396844,-0.24256891076885806,0.5720407913736805,-0.21532301446543492,0.06314399077723956,-0.28218098444525047,0.44148900370199295,0.12074999853663311,1.2530069943960762,-0.002226,0.020752,0.07634,-0.012553,0.548828,0.069184,0.2925171826342496,0.0027925268031909,0.228987197861656,9.062979041666667,1.1114203333333332,-4.2822371666666665
1403715296.032143,0.146486073437069,0.7695481409295726,-0.24240804379077163,0.572346105556283,-0.2174620004025942,0.06386300086944754,-0.2836979990897019,0.4404070044799237,0.12106699818932314,1.2515919932052848,-0.002226,0.020752,0.07634,-0.012553,0.548828,0.069184,0.3113667385557883,0.1075122819228507,0.2213077491528809,8.752435125,-0.7681875833333333,-2.157463
1403715296.0371432,0.14575876919766284,0.7695486218057183,-0.24222388027649763,0.57260871921117,-0.21861601921482177,0.06553902585541684,-0.2811709632140566,0.4393170040279911,0.12139099843922144,1.2501799939231204,-0.002226,0.020752,0.07634,-0.012553,0.548828,0.069184,0.2673844414055313,-0.0237364778271228,0.1815142422074102,10.615698625,0.4658158749999999,-4.641814333333333
1403715296.042143,0.14504193850243086,0.7696288511500134,-0.24199896417201863,0.5727788841076693,-0.22173685652241698,0.06703294029716197,-0.28265291726190267,0.43821605752053183,0.12172198234391576,1.2487700596867426,-0.002226,0.020752,0.07634,-0.012553,0.548828,0.069184,0.3141592653589793,0.0209439510239319,0.1654572130890624,7.060788,-0.2124774166666666,-2.2718739166666664
1403715296.047143,0.1443329245510565,0.7697198905790068,-0.24174096448636515,0.5729449186380057,-0.22370296170150564,0.06809399711017765,-0.28804405268169053,0.43710200550744754,0.12205999801441285,1.2473439917608684,-0.002226,0.020752,0.07634,-0.012553,0.548828,0.069184,0.2792526803190927,-0.0272271363311115,0.1549852375770964,9.26728425,0.4249548333333333,-3.7101825833333337
1403715296.052143,0.14356226861813867,0.7700432161224056,-0.24158369503593213,0.5727706474559572,-0.2293589966124787,0.06101880557893926,-0.2963330865824548,0.4359230055538998,0.12224799427380455,1.245824990122605,-0.002226,0.020752,0.07634,-0.012553,0.548834,0.069183,0.2659881780039358,-0.0635299847725935,0.132645023151569,7.085304625,0.7518431666666666,-2.476179125
1403715296.0571432,0.14288374959514666,0.7702255628998498,-0.24137786298870595,0.5727766749558638,-0.23138700229757567,0.0620380000845079,-0.3007489968754539,0.4347719995410444,0.12255500023392377,1.2443330007156927,-0.002226,0.020752,0.07634,-0.012553,0.548834,0.069183,0.2624975194999471,-0.0823795406941323,0.1689478715930511,9.602344791666663,-0.563882375,-3.652977125
1403715296.062143,0.14220992606220037,0.7704218734501634,-0.24121996025206074,0.5727479057865146,-0.23396299997220887,0.06335400150451656,-0.3024709994033424,0.43360800083324835,0.12286899958781845,1.242823998705812,-0.002226,0.020752,0.07634,-0.012553,0.548834,0.069183,0.2380629099720265,-0.0956440430092892,0.1535889741755009,8.033280791666666,0.6946377083333332,-3.0482337083333335
1403715296.067143,0.14148573534989353,0.7706115389915814,-0.24109585557310512,0.5727246571566651,-0.23579499682871727,0.06509400404498153,-0.3049720025622011,0.43243400121693976,0.12318999941778312,1.2413059981178467,-0.002226,0.020752,0.07634,-0.012553,0.548834,0.069183,0.2778564169174973,-0.0900589894029074,0.2157226955464991,9.332661916666666,-0.8662540833333333,-3.4078108749999996
1403715296.072143,0.14070905628140232,0.7707951089203965,-0.24101503388778334,0.5727040806500185,-0.2341879967983949,0.0677020276491821,-0.3032399926685374,0.43125900262456,0.12352199885085945,1.2397849959848606,-0.002226,0.020752,0.07634,-0.012553,0.548834,0.069183,0.249931148885588,-0.1061160185212552,0.2052507200345331,9.880199875,-0.4494714583333333,-2.623278875
1403715296.0771432,0.13993670923618856,0.7709914911002353,-0.2409368407500374,0.5726616216261867,-0.23428800519909432,0.06649899167335323,-0.30240199650676597,0.43008800229076916,0.12385699903252038,1.2382709965097318,-0.002226,0.020752,0.07634,-0.012553,0.548834,0.069183,0.2722713633111154,-0.1082104136236484,0.2101376419401172,9.152873333333332,0.784532,-3.113611375
1403715296.082143,0.13911094495305534,0.7711589158987407,-0.24091697360362427,0.5726469371874829,-0.2355640077172509,0.06528298067678234,-0.3027559977399223,0.42891300378612923,0.12418699831623319,1.236757994194207,-0.002226,0.020752,0.07634,-0.012553,0.548834,0.069183,0.257610597594363,-0.0928515162060983,0.2750638901143063,9.316317499999998,-0.1879607916666666,-2.8684451249999996
1403715296.087143,0.13833776473674803,0.7713215908613396,-0.24088287203778871,0.5726296958265943,-0.2358650132057927,0.06605801390498404,-0.30065097636639515,0.4277340039806379,0.12451499817722868,1.2352499938725927,-0.002226,0.020752,0.07634,-0.012553,0.548834,0.069183,0.2443460952792061,-0.0963421747100869,0.1773254520026238,10.002783,-0.1797885833333333,-3.4977051666666665
1403715296.0921433,0.13761876836175108,0.7714755986620178,-0.24077287421941349,0.5726427016267991,-0.2364079904040463,0.06627899796484626,-0.3021720137816813,0.426554005180577,0.12484599768057617,1.2337429920461682,-0.002226,0.020752,0.07634,-0.012553,0.548834,0.069183,0.265290046303138,-0.0509636141582344,0.2087413785385218,7.959730916666666,0.122583125,-2.40262925
1403715296.0971432,0.13683815100212293,0.7716822993668369,-0.24069909299283695,0.5725832212450112,-0.23812100172431439,0.06665599691929905,-0.3033429989722784,0.4253670063766062,0.12517799712696956,1.2322289902013177,-0.002226,0.020752,0.07634,-0.012553,0.548834,0.069183,0.257610597594363,-0.1815142422074102,0.2094395102393195,10.010955208333332,-0.0163444166666666,-3.963521041666666
1403715296.102143,0.13599398729038095,0.7720898330928156,-0.2406795715130181,0.5722423574281269,-0.2432050472203391,0.06012385388754511,-0.305234997782044,0.42413000496446257,0.12537899478922038,1.2306769911188142,-0.002226,0.020752,0.07634,-0.012554,0.54884,0.069182,0.254818070791172,-0.08307767239493,0.1724385300970397,8.376513541666666,0.8499096666666666,-2.876617333333334
1403715296.107143,0.13525988932438535,0.7723407960844193,-0.24059993643909178,0.5721068488652578,-0.24517399963295505,0.059260999196125916,-0.30906200083333185,0.42290900012540367,0.12567799992280512,1.2291409997983334,-0.002226,0.020752,0.07634,-0.012554,0.54884,0.069182,0.2310815929640492,-0.2066469834361286,0.2038544566329376,8.654368624999998,-0.2369940416666666,-3.0400615
1403715296.1121433,0.13453791655381026,0.7726668475906981,-0.2405199524846245,0.5718708869078517,-0.2448409942568476,0.06036900138622854,-0.31317500717024177,0.4216840007240128,0.12597699955797023,1.2275849988366911,-0.002226,0.020752,0.07634,-0.012554,0.54884,0.069182,0.2366666465704311,-0.1773254520026238,0.1410226035611418,8.302963666666667,-0.3105439166666667,-2.4843513333333336
1403715296.1171432,0.1338048092997763,0.7730066479128355,-0.2404158903337625,0.5716277391017139,-0.24577999477224913,0.06092599949276688,-0.31650400727665906,0.42045700120472573,0.1262799992909214,1.226010998074042,-0.002226,0.020752,0.07634,-0.012554,0.54884,0.069182,0.249931148885588,-0.2164208272472968,0.1912880860185785,8.87501825,0.1797885833333333,-3.4650163333333333
1403715296.122143,0.13302971293331964,0.773386468801272,-0.24030183464215912,0.5713436064943879,-0.24922100402997246,0.06371001487665173,-0.3172009882934671,0.41922000228422573,0.12659199871147675,1.2244269963691348,-0.002226,0.020752,0.07634,-0.012554,0.54884,0.069182,0.2631956512007449,-0.2282890661608583,0.1417207352619395,8.866846041666665,-0.6292600416666666,-4.077931958333333
1403715296.127143,0.13227985351748958,0.7737927376532433,-0.2401139179946576,0.5710478047501979,-0.2517680018935842,0.06622302392765485,-0.3180479873730419,0.4179670038715144,0.12691599791148747,1.222838993881002,-0.002226,0.020752,0.07634,-0.012554,0.54884,0.069182,0.2680825731063289,-0.2234021442552741,0.1277581012459849,8.915879291666666,0.0735498749999999,-3.1217835833333334
1403715296.1321433,0.1315238564845619,0.7742127447140964,-0.23993992022615038,0.5707268097698346,-0.2546370379800654,0.06489097548392438,-0.3159299588439925,0.4167010045802233,0.12724399751937962,1.2212539927505632,-0.002226,0.020752,0.07634,-0.012554,0.54884,0.069182,0.257610597594363,-0.2527236756887789,0.1480039205691191,10.288810291666666,0.6456044583333332,-3.8409379166666664
1403715296.1371431,0.13086297296263102,0.7746200185544735,-0.239761991895754,0.5704019844120318,-0.25810797486566184,0.06273695632158309,-0.31638207440437066,0.41541993852455356,0.12756301487222826,1.2196729243456597,-0.002226,0.020752,0.07634,-0.012554,0.54884,0.069182,0.2094395102393195,-0.200363798128949,0.0837758040957278,7.951558708333333,0.5393657499999999,-2.8602729166666667
1403715296.142143,0.1302959325319869,0.7750088886386118,-0.23959196480210992,0.5700749155758574,-0.2575809840469727,0.06182197872292115,-0.31794303060818335,0.41413000585558596,0.1278749962907952,1.2180869904888476,-0.002226,0.020752,0.07634,-0.012554,0.54884,0.069182,0.1933824811209717,-0.2296853295624537,0.1137954672300302,10.125366125,-0.5883989999999998,-2.6477955
1403715296.147143,0.12968799173438958,0.775416005422977,-0.23939700077999895,0.5697420013056294,-0.2557389926693399,0.0636500526914142,-0.3162919878207011,0.4128470062445767,0.12818799615228288,1.2165019898934608,-0.002226,0.020752,0.07634,-0.012554,0.54884,0.069182,0.2464404903815993,-0.2171189589480945,0.0823795406941323,9.038462416666666,-0.7681875833333333,-3.3751220416666667
1403715296.1521432,0.12895400537367488,0.7759959856759938,-0.23921661191277463,0.569194454185845,-0.25658500546980056,0.06111193761292293,-0.3175580187697384,0.41153500585631103,0.1283939936353422,1.2148849893552565,-0.002226,0.020752,0.07634,-0.012554,0.548846,0.069182,0.2527236756887789,-0.2122320370425104,0.0991347015132778,9.389867375,-0.5066769166666665,-3.0564059166666664
1403715296.157143,0.12828608422621143,0.7764231675012575,-0.2389570515012832,0.5688671225657935,-0.25697100228136227,0.060434999043363406,-0.3157399972918138,0.41025200056616434,0.128697999634637,1.213300999074583,-0.002226,0.020752,0.07634,-0.012554,0.548846,0.069182,0.2569124658935653,-0.2443460952792061,0.0802851455917391,9.831166624999998,0.4412992499999999,-3.3015721666666664
1403715296.162143,0.12766881898358962,0.7767916429732321,-0.2386658901600014,0.568624738457466,-0.2582650005617919,0.056867998858400326,-0.3145799997127714,0.4089640000876659,0.1289909999387407,1.2117249998546158,-0.002226,0.020752,0.07634,-0.012554,0.548846,0.069182,0.2457423586808016,-0.1207767842380075,0.0767944870877504,9.30814529166667,0.6782932916666666,-2.745862
1403715296.167143,0.12713195507680242,0.7771618459784394,-0.2383989706371477,0.5683519127899688,-0.2599859235346429,0.052768178367474654,-0.31478298998542803,0.4076680628720291,0.12926498611504053,1.2101520731994602,-0.002226,0.020752,0.07634,-0.012554,0.548846,0.069182,0.1905899543177807,-0.2506292805863857,0.0558505360638185,9.316317499999998,0.7436709583333333,-3.18716125
1403715296.1721432,0.1266646106988586,0.7775202278654282,-0.23813876298318992,0.5680754349296494,-0.263034000783656,0.05105898568609129,-0.3178040049324958,0.4063600013967993,0.1295249987940625,1.2085709975841847,-0.002226,0.020752,0.07634,-0.012554,0.548846,0.069182,0.1975712713257581,-0.1054178868204575,0.0509636141582344,7.89435325,0.2124774166666666,-3.28522775
1403715296.177143,0.1261940483231188,0.7778521076170729,-0.23787503224647083,0.5678380773405813,-0.2639729996576728,0.05131599947935692,-0.3185590006867955,0.4050430034587576,0.12978099693795817,1.2069799939824104,-0.002226,0.020752,0.07634,-0.012554,0.548846,0.069182,0.1989675347273535,-0.2143264321449036,0.064926248174189,10.190743791666666,-0.4331270416666666,-3.170816833333333
